0,1,2,3,4,5,6,7
0.0003953540683763239,0.0004590666243087645,0.00040013978374259875,0.0003563573447551059,0.00041140463054043235,0.00041049404157267924,0.0003834192098739093,0.0004042034032401877
0.00041848030542959995,0.00048574851440169896,0.0004223306752558201,0.0003769256068241042,0.00043435478711884143,0.0004343932114253251,0.0004057357519892693,0.00042748790088763196
0.000424577586764219,0.0004927735838323071,0.0004281732970018401,0.00038235103668487976,0.0004404090112185022,0.00044069248324616104,0.00041161999250857056,0.0004336262029311167
0.0003993476370919964,0.0004168680293587446,0.00039634658528958346,0.00035383966582696946,0.00033880924953964934,0.00047545914685065855,0.0003614122002920188,0.0003748034475076483
0.0003956294312835335,0.00041295257886620265,0.0003926449123953943,0.0003504338824159409,0.000335728152372084,0.00047109866653797914,0.000357929954336418,0.00037122975886757923
0.0003608765519388095,0.0003763209912859254,0.0003578993322767078,0.000318627958346455,0.0003070118212044919,0.0004301624012701224,0.0003254409232282775,0.00033782085556955164
0.0003535504156666484,0.00036858926927522165,0.0003505396105551327,0.0003119294938221056,0.0003009770252734775,0.0004214913976271444,0.0003186060517222953,0.0003307760267466528
0.00024156615665735253,0.0002497442064664635,0.0002364348932643429,0.0002099022766135793,0.00020948027780807484,0.0002872412851057097,0.00021483674212710281,0.00022298935402054483
0.0020524408884163934,0.0021552265291510573,0.001987900834869224,0.00187109857682114,0.0017563317964421718,0.002321174918578055,0.0019195813720592387,0.001962890076008505
0.0019643869764028126,0.0020622515326060267,0.0019057064722076387,0.0017889040292868052,0.0016791246315038806,0.0022292874867292653,0.0018351246464696858,0.0018770436874613907
0.001903054445968827,0.0019974987409742302,0.0018483683279139087,0.0017316835461246205,0.0016254216437507712,0.002164985523251695,0.0017763072898291214,0.0018172987622386452
0.0010011420664726783,0.0010471464848843637,0.0009912112177604035,0.0008948339482826922,0.0008474510431897986,0.0011820442455733476,0.0009151374658559388,0.0009446514378395382
0.005484866471344668,0.0057142308789157655,0.005404378917905339,0.004898673988010998,0.004594040440452369,0.006521290437200883,0.005004945920949419,0.0051674402866359005
0.005429582458334892,0.00565654415359408,0.005351125852956834,0.004847839573415359,0.004547401972569433,0.0064585641590816515,0.004952725608243696,0.005114471796594126
0.005377706510355186,0.005602415118904485,0.005301125223267807,0.004800151418452657,0.004503671192081519,0.0063996329449790435,0.004903742219877916,0.005064776376260469
0.005226082577509377,0.0060766484489628335,0.005177234353067659,0.004668157425339909,0.005325876849501886,0.00542634597737122,0.005041676174286401,0.005305869582012175
0.005158046434837877,0.00599911523676539,0.0051128791104146955,0.004607552644003266,0.005258671807928645,0.005356286858871806,0.004976182670638006,0.005237633852427771
0.005035675620157339,0.005859525049255877,0.004997082147237512,0.004498614863566394,0.005137862058919219,0.005230225750889975,0.004858404990098963,0.005114897370469427
0.0048789494686884835,0.005680483292875439,0.004848682485739611,0.0043592189391212476,0.004983259541064634,0.005068678383786675,0.004707600164922118,0.004957691168074104
0.003245370350763353,0.0037951638756556923,0.003292679168188594,0.002913931568489608,0.003378320579956993,0.0033795015355339614,0.003138243229981343,0.003318203445137642
0.00014084117457319268,0.0001537596845618541,0.00015642222065251547,0.00012917107568475593,0.00015917073664861446,0.00014601031246551694,0.00013592972169933375,0.0001468384851889798
0.00014309120059143154,0.0001564185813110858,0.00015878819110632983,0.0001312364748678439,0.00016166658777615786,0.00014837557564432134,0.00013812796642051622,0.00014920080878057931
0.00013896574894029672,0.00015154576961389917,0.00015444769302039158,0.00012744927908028665,0.00015708814881811912,0.00014403874802068796,0.00013409771911522525,0.00014486865379493977
0.00013532723418437995,0.00014725680422268678,0.000150610267553094,0.00012410824715535307,0.00015304174241160208,0.00014021353386178153,0.0001305441834892583,0.0001410448924463448
